"region","prefecture","commune","canton","nom","categorie","est_public","a_terrain_sport","lon","lat"
"Maritime","Golfe","Golfe 4","Amoutivé","Ecole Internationale Arc En CIel JE","Préscolaire",FALSE,TRUE,1.2062787079691,6.11784379965229
"Maritime","Golfe","Golfe 4","Amoutivé","EPP Tokoin Aflao Ga","Primaire",TRUE,FALSE,1.20036272739831,6.15109243762
"Maritime","Golfe","Golfe 4","Amoutivé","EPL Etoile Du Matin","Primaire",FALSE,FALSE,1.20281851507034,6.16360800975475
"Maritime","Golfe","Golfe 4","Amoutivé","EPP Kagounou","Primaire",TRUE,TRUE,1.20414188455213,6.16033738046306
"Maritime","Golfe","Golfe 4","Amoutivé","JEP Attikpa Kagounou","Préscolaire",TRUE,FALSE,1.20356393410486,6.16136160954161
"Maritime","Golfe","Golfe 4","Amoutivé","EPP Kagounou Gc","Primaire",TRUE,FALSE,1.20436644759268,6.16100933507164
"Maritime","Golfe","Golfe 7","Aflao-Sagbado","Gl sa jep abigail","Préscolaire",FALSE,FALSE,1.14053407531564,6.18831341401995
"Maritime","Golfe","Golfe 4","Amoutivé","EPL Le Modele Compagnon Jardin","Préscolaire",FALSE,FALSE,1.21036788831228,6.14231911453851
"Maritime","Golfe","Golfe 4","Amoutivé","JEL Etoile Du Matin","Préscolaire",FALSE,FALSE,1.20274809428094,6.16360834456152
"Maritime","Golfe","Golfe 4","Amoutivé","CSl Boshi Jardin JE","Préscolaire",FALSE,FALSE,1.21097904974589,6.14024093061761
"Maritime","Golfe","Golfe 4","Amoutivé","JEPL Les Sylphides","Préscolaire",FALSE,FALSE,1.20531681706152,6.16112047392896
"Maritime","Golfe","Golfe 4","Amoutivé","EPL Les Sylphides","Primaire",FALSE,FALSE,1.20534306459545,6.16112514926578
"Maritime","Golfe","Golfe 4","Amoutivé","EPP Kagounou Ga","Primaire",FALSE,FALSE,1.20375044697401,6.16126584924956
"Maritime","Golfe","Golfe 4","Amoutivé","EPL Aube Nouvelle","Primaire",FALSE,FALSE,1.21146521420606,6.14461223086706
"Maritime","Golfe","Golfe 4","Amoutivé","CS Mouette Du Plateau Primaire","Primaire",FALSE,FALSE,1.20656770297569,6.16008795978344
"Maritime","Golfe","Golfe 4","Amoutivé","JEL Rimko","Préscolaire",FALSE,FALSE,1.20009975937191,6.1392493876529
"Maritime","Golfe","Golfe 4","Amoutivé","JEP Aube Nouvelle","Préscolaire",FALSE,FALSE,1.21134579154426,6.14458804409827
"Maritime","Golfe","Golfe 4","Amoutivé","CS Baptiste Du Togo","Préscolaire",FALSE,FALSE,1.2103732791944,6.14111811624894
"Maritime","Golfe","Golfe 4","Amoutivé","CS Baptiste Du Togo Primaire","Primaire",FALSE,FALSE,1.21037000022738,6.14110215119819
"Maritime","Golfe","Golfe 4","Amoutivé","JEL Institut Dr Olutola","Préscolaire",FALSE,FALSE,1.20026625174038,6.16283584632467
"Maritime","Golfe","Golfe 4","Amoutivé","EPL Institut Dr Olutola","Primaire",FALSE,FALSE,1.20025954651993,6.16277390018505
"Maritime","Golfe","Golfe 4","Amoutivé","CS Ehonam JE","Préscolaire",FALSE,FALSE,1.19981483609485,6.15549416992771
"Maritime","Golfe","Golfe 4","Amoutivé","EPL Fontaine","Primaire",FALSE,FALSE,1.20682880820764,6.14193128425905
"Maritime","Golfe","Golfe 4","Amoutivé","JEP Fontaine","Préscolaire",FALSE,FALSE,1.20682086736166,6.14125101845541
"Maritime","Golfe","Golfe 4","Amoutivé","EPP Tokoin Ouest Gb","Primaire",TRUE,FALSE,1.20769177429562,6.13979349700118
"Maritime","Golfe","Golfe 4","Amoutivé","EPP Tokoin Ouest Ga","Primaire",TRUE,FALSE,1.20747154648474,6.13988746951145
"Maritime","Golfe","Golfe 4","Amoutivé","EPL Rimko","Primaire",FALSE,FALSE,1.20007161591321,6.13913919973179
"Maritime","Golfe","Golfe 4","Amoutivé","CS Mouette Du Plateau College","Collège",FALSE,FALSE,1.2064574242778,6.15986036588625
"Maritime","Golfe","Golfe 4","Amoutivé","College Protestant Lome Tokoin Lycée","Lycée",FALSE,FALSE,1.20307070572154,6.14624509836258
"Maritime","Golfe","Golfe 4","Amoutivé","CEG Be-attikpa Kagounou","Collège",TRUE,FALSE,1.2043174534604,6.16157208454322
"Maritime","Golfe","Golfe 4","Amoutivé","CPL Rimko","Collège",FALSE,FALSE,1.20012226603148,6.13924241466391
"Maritime","Golfe","Golfe 4","Amoutivé","LPL Rimko","Lycée",FALSE,FALSE,1.20013318881427,6.13921943363025
"Maritime","Golfe","Golfe 4","Amoutivé","College Protestant Lome Tokoin College","Collège",FALSE,TRUE,1.20302722142354,6.14624246667175
"Maritime","Golfe","Golfe 4","Amoutivé","CS Baptiste Du Togo College","Collège",FALSE,FALSE,1.21038300474233,6.14110899455721
"Maritime","Golfe","Golfe 4","Amoutivé","CSl Boshi College","Collège",FALSE,FALSE,1.21125166666667,6.14021499999999
"Maritime","Golfe","Golfe 4","Amoutivé","CS The Rock Of Ages Education JE","Préscolaire",FALSE,FALSE,1.20489058718952,6.16014596102235
"Maritime","Golfe","Golfe 4","Amoutivé","CS Boshi Primaire","Primaire",FALSE,FALSE,1.21096467426745,6.14014836990287
"Maritime","Golfe","Golfe 4","Amoutivé","CS The Rock Of Ages Education Primaire","Primaire",FALSE,FALSE,1.20489207404622,6.16018342972724
"Plateaux","Akébou","Akébou 1","Djon","JEP Djon Adapae","Préscolaire",TRUE,FALSE,0.673411391507962,7.7092870307707
"Maritime","Golfe","Golfe 4","Amoutivé","CS The Rock Of Ages Education College","Collège",FALSE,FALSE,1.20492463382147,6.16002688260938
"Maritime","Golfe","Golfe 4","Amoutivé","Eleve EPAnoui Gb","Primaire",FALSE,FALSE,1.23082172974653,6.13815675951881
"Maritime","Golfe","Golfe 4","Amoutivé","EPC Sainte Rita","Primaire",TRUE,FALSE,1.23074471023923,6.14167503023499
"Maritime","Golfe","Golfe 4","Amoutivé","JEC Nda Amoutive Ga","Préscolaire",TRUE,FALSE,1.22663294528406,6.13853870358894
"Maritime","Golfe","Golfe 4","Amoutivé","CS Le Grand Enseignant JEPL","Préscolaire",FALSE,FALSE,1.21523408312686,6.14474227102038
"Maritime","Golfe","Golfe 4","Amoutivé","CS Le Grand Enseignant Primaire","Primaire",FALSE,TRUE,1.21522804314332,6.14476402092611
"Maritime","Golfe","Golfe 4","Amoutivé","EPI Nouroul Islam","Primaire",FALSE,FALSE,1.23260676770586,6.14295605503827
"Maritime","Golfe","Golfe 4","Amoutivé","CS Roae Primaire","Primaire",FALSE,FALSE,1.2190278928775,6.14532164973337
"Maritime","Golfe","Golfe 4","Amoutivé","CS Roae JE","Préscolaire",FALSE,FALSE,1.21876418915808,6.14532801641999
"Maritime","Golfe","Golfe 4","Amoutivé","EPP Tokoin Cebevito Gb","Primaire",TRUE,FALSE,1.21400891351967,6.14263801098266
"Maritime","Golfe","Golfe 4","Amoutivé","EPP Tokoin Cebevito Ga","Primaire",TRUE,FALSE,1.21371682311601,6.14283332300508
"Maritime","Golfe","Golfe 4","Amoutivé","EPL Amesika Gbadago","Préscolaire",FALSE,FALSE,1.21518940220025,6.14577304156126
"Maritime","Golfe","Golfe 4","Amoutivé","EPL Amesika Bgadago","Primaire",FALSE,FALSE,1.21524715713986,6.14581689156309
"Maritime","Golfe","Golfe 4","Amoutivé","CS Ecole Les Émergents Collège","Collège",FALSE,FALSE,1.21585717533606,6.14556103272056
"Maritime","Golfe","Golfe 4","Amoutivé","EPC Sainte Monique Doulassame","Primaire",FALSE,FALSE,1.22653773784229,6.14105047038733
"Maritime","Golfe","Golfe 4","Amoutivé","JEC St Antoine De Padoue Hanoukope Ga","Préscolaire",FALSE,FALSE,1.21598207257461,6.13659247840768
"Maritime","Golfe","Golfe 4","Amoutivé","EPC Saint Antoine De Padoue Hanoukope Ga","Primaire",FALSE,FALSE,1.21634527474025,6.13654145377963
"Maritime","Golfe","Golfe 4","Amoutivé","CS Nda Primaire","Primaire",FALSE,TRUE,1.22590364340684,6.13874365568954
"Maritime","Golfe","Golfe 4","Amoutivé","JEC Nda Amoutive Gb","Préscolaire",FALSE,FALSE,1.22661666666667,6.13886166666667
"Maritime","Golfe","Golfe 4","Amoutivé","JEL Mon Bonheur","Préscolaire",FALSE,FALSE,1.22004697497129,6.13723834786461
"Maritime","Golfe","Golfe 4","Amoutivé","EPL Le Miroir","Primaire",FALSE,FALSE,1.23089552702311,6.14710492297612
"Maritime","Golfe","Golfe 4","Amoutivé","JEL Le Miroir","Préscolaire",FALSE,FALSE,1.23092791141661,6.14710453721307
"Maritime","Golfe","Golfe 4","Amoutivé","EPP Nouvelle Marche","Primaire",TRUE,TRUE,1.2185080470085,6.13655552115665
"Maritime","Golfe","Golfe 4","Amoutivé","CS Eleve EPAnoui Jardin","Préscolaire",FALSE,FALSE,1.22661783742156,6.14019362390827
"Maritime","Golfe","Golfe 4","Amoutivé","CS Eleve EPAnoui Primaire","Primaire",FALSE,FALSE,1.2266168850788,6.14021682166224
"Maritime","Golfe","Golfe 4","Amoutivé","JEI Franco Arabe Cgec","Préscolaire",FALSE,FALSE,1.23533948950663,6.14538281081348
"Maritime","Golfe","Golfe 4","Amoutivé","EPI Franco Arabe Cgec","Primaire",FALSE,FALSE,1.23534894562882,6.1453549906666
"Maritime","Golfe","Golfe 4","Amoutivé","Grace School","Primaire",FALSE,FALSE,1.22606142951828,6.14045460844254
"Maritime","Golfe","Golfe 4","Amoutivé","JEL Grace School","Préscolaire",FALSE,FALSE,1.22608612501137,6.14046293435298
"Maritime","Golfe","Golfe 4","Amoutivé","EPC Henri Kwakume","Primaire",TRUE,TRUE,1.23170195415786,6.14837452032377
"Maritime","Golfe","Golfe 4","Amoutivé","EPC Henri Kwakume","Préscolaire",TRUE,FALSE,1.23147824565337,6.14846514917196
"Maritime","Golfe","Golfe 4","Amoutivé","Jardin d'enfants Laïque Eleve EPAnoui","Préscolaire",FALSE,FALSE,1.23082060473894,6.13814167281127
"Maritime","Golfe","Golfe 4","Amoutivé","EPP Nouvelle Marche Gb","Primaire",TRUE,TRUE,1.21834587770581,6.1363128859248
"Maritime","Golfe","Golfe 4","Amoutivé","CS Le Grand Enseignant College","Collège",FALSE,TRUE,1.21520139068868,6.14475705786898
"Maritime","Golfe","Golfe 4","Amoutivé","CS Le Grand Enseignant Lycée","Lycée",FALSE,TRUE,1.21521385700461,6.14473010134999
"Maritime","Golfe","Golfe 4","Amoutivé","CI Franco Arabe Cgec","Collège",FALSE,FALSE,1.23535668501566,6.14532887285886
"Maritime","Golfe","Golfe 4","Amoutivé","Li Franco Arabe Cgec","Lycée",FALSE,FALSE,1.23536786505541,6.14529855825754
"Maritime","Golfe","Golfe 4","Amoutivé","College Saint Antoine De Padoue De Hanoukope","Collège",FALSE,FALSE,1.21622280863899,6.1368590076473
"Maritime","Golfe","Golfe 4","Amoutivé","CPL Mon Bonheur","Primaire",FALSE,FALSE,1.22003328399705,6.13733720620431
"Maritime","Golfe","Golfe 4","Amoutivé","CS Eleve EPAnoui College","Collège",FALSE,FALSE,1.22661636393761,6.14023513504148
"Plateaux","Akébou","Akébou 1","Djon","EDIL Tataloko","Primaire",TRUE,FALSE,0.810832107594551,7.7865138893924
"Maritime","Golfe","Golfe 4","Amoutivé","CPL Mon Bonheur College","Collège",FALSE,FALSE,1.22008727814687,6.13725730332967
"Maritime","Golfe","Golfe 4","Amoutivé","CS Nda Lycée","Lycée",FALSE,TRUE,1.22536990338282,6.13730749225899
"Maritime","Golfe","Golfe 4","Amoutivé","CS Nda College","Collège",FALSE,TRUE,1.22544330252212,6.1373158385326
"Maritime","Golfe","Golfe 4","Amoutivé","CS Ecole Les Emergents Primaire","Primaire",FALSE,FALSE,1.21587758775838,6.14561356451507
"Maritime","Golfe","Golfe 4","Amoutivé","JEP Croix-rouge","Préscolaire",FALSE,FALSE,1.22886027998563,6.13890765400403
"Maritime","Golfe","Golfe 4","Amoutivé","JEI Mabrassatou Rahama","Préscolaire",FALSE,FALSE,1.23353051362039,6.14472565078517
"Plateaux","Agou","Agou 2","Agotimé-Nord","EDIL Doglobo","Primaire",FALSE,TRUE,0.801879971149004,6.67083147783391
"Maritime","Golfe","Golfe 4","Amoutivé","EPI Mabrassatou Rahama","Primaire",FALSE,FALSE,1.23352476336088,6.14473951598632
"Maritime","Golfe","Golfe 4","Amoutivé","CSI Al Ansar Primaire","Primaire",FALSE,FALSE,1.22570866885518,6.1426381480063
"Maritime","Golfe","Golfe 4","Amoutivé","JEI Nouroul Islam","Préscolaire",FALSE,FALSE,1.23255885862481,6.14294352328369
"Maritime","Golfe","Golfe 4","Amoutivé","CI Nouroul Islam","Collège",FALSE,FALSE,1.23252686307911,6.14295241077621
"Maritime","Golfe","Golfe 4","Amoutivé","JEL Ecole Les Emergents","Préscolaire",FALSE,FALSE,1.2158771179642,6.14557502690959
"Maritime","Golfe","Golfe 4","Amoutivé","JEP Tokoin Cebevito","Préscolaire",TRUE,FALSE,1.21444661271038,6.14309897448406
"Maritime","Golfe","Golfe 5","Aflao-Gakli","EPP Soviepe Gc","Primaire",TRUE,TRUE,1.17974022243626,6.17942399607241
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS Le Brio Primaire","Primaire",FALSE,FALSE,1.17571671766239,6.20376523779988
"Maritime","Golfe","Golfe 5","Aflao-Gakli","EPL La Locomotive","Primaire",FALSE,FALSE,1.17040166666667,6.206045
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS Le Brio Gb Primaire","Primaire",FALSE,FALSE,1.17559990086694,6.20382710296407
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS Le Brio JEL","Préscolaire",FALSE,FALSE,1.17582189135768,6.20388055032441
"Maritime","Golfe","Golfe 5","Aflao-Gakli","Complexe Scolaire Anyinefa JE","Préscolaire",FALSE,FALSE,1.18050216392031,6.19522764603964
"Maritime","Golfe","Golfe 5","Aflao-Gakli","EPL La Charite","Primaire",FALSE,FALSE,1.18854729697466,6.18408971148093
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS Le Ruisseau Primaire","Primaire",FALSE,FALSE,1.18197657503102,6.2006273513037
"Maritime","Golfe","Golfe 5","Aflao-Gakli","Complexe Scolaire Saint Antoine","Préscolaire",FALSE,FALSE,1.18391723845417,6.17699599361937
"Maritime","Golfe","Golfe 5","Aflao-Gakli","Complexe Scolaire Saint Antoine Primaire","Primaire",FALSE,FALSE,1.18385202295188,6.17699678817011
"Maritime","Golfe","Golfe 5","Aflao-Gakli","JEL La Grace Eternelle","Préscolaire",FALSE,FALSE,1.18472546639726,6.19130220497163
"Maritime","Golfe","Golfe 5","Aflao-Gakli","Complexe Scolaire La Bienvaillance","Primaire",FALSE,FALSE,1.1764464028675,6.18539614258695
"Maritime","Golfe","Golfe 5","Aflao-Gakli","EPE Avedzi Gb","Primaire",FALSE,FALSE,1.17505792380097,6.19418316047785
"Maritime","Golfe","Golfe 5","Aflao-Gakli","EPEP Avenou","Primaire",FALSE,FALSE,1.18547421303804,6.17877046827915
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS Sikavi JE","Préscolaire",FALSE,FALSE,1.17946942747844,6.17976496168956
"Maritime","Golfe","Golfe 5","Aflao-Gakli","EPL Mulation Primaire","Primaire",FALSE,FALSE,1.17525070489487,6.19869014641894
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS Sikavi Primaire","Primaire",FALSE,FALSE,1.17958329380475,6.17975415505651
"Maritime","Golfe","Golfe 5","Aflao-Gakli","JEP Soviepe","Préscolaire",TRUE,FALSE,1.18017163469858,6.17844946810902
"Maritime","Golfe","Golfe 5","Aflao-Gakli","EPP Soviepe","Primaire",TRUE,TRUE,1.17948404315834,6.17870807217311
"Maritime","Golfe","Golfe 5","Aflao-Gakli","EPL La Grace Eternelle","Primaire",FALSE,FALSE,1.18478419988064,6.19124485081413
"Maritime","Golfe","Golfe 5","Aflao-Gakli","EPL La Pierre De Rosette","Primaire",FALSE,FALSE,1.1797052114599,6.19551831904132
"Maritime","Golfe","Golfe 5","Aflao-Gakli","JEE Avenou","Préscolaire",FALSE,FALSE,1.18515197391688,6.17894870248322
"Maritime","Golfe","Golfe 5","Aflao-Gakli","EIB Maman Louise","Primaire",FALSE,FALSE,1.16864649972521,6.19158145966473
"Maritime","Golfe","Golfe 5","Aflao-Gakli","Complexe Scolaire Anyinefa Primaire","Primaire",FALSE,FALSE,1.18029941484588,6.1950685303103
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS Betsaleel Le Grand","Primaire",FALSE,FALSE,1.17191707317649,6.18641498829995
"Maritime","Golfe","Golfe 5","Aflao-Gakli","EPL Excelsior JE","Préscolaire",FALSE,TRUE,1.18452745217719,6.18919612871149
"Maritime","Golfe","Golfe 5","Aflao-Gakli","JE La Pierre De Rosette","Préscolaire",TRUE,FALSE,1.17969060378785,6.19538295377764
"Maritime","Golfe","Golfe 5","Aflao-Gakli","EPP Soviepe Ga","Primaire",TRUE,TRUE,1.17982844070617,6.17847050053753
"Maritime","Golfe","Golfe 5","Aflao-Gakli","EPE Avedzi Ga","Primaire",FALSE,TRUE,1.17503250130379,6.19421322899483
"Maritime","Golfe","Golfe 5","Aflao-Gakli","EPL Excelsior Primaire","Primaire",FALSE,TRUE,1.18466576713565,6.18931656049848
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS Le Stimulus Primaire","Primaire",FALSE,FALSE,1.1737288617542,6.19309835577442
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS Le Stimulus JE","Préscolaire",FALSE,FALSE,1.17371749080613,6.19311257435123
"Maritime","Golfe","Golfe 5","Aflao-Gakli","Ecole Baptiste Le Sauveur JE","Préscolaire",FALSE,FALSE,1.17526976046326,6.18749511772787
"Maritime","Golfe","Golfe 5","Aflao-Gakli","Ecole Baptiste Le Sauveur Primaire","Primaire",FALSE,FALSE,1.17528223053808,6.18751224107964
"Maritime","Golfe","Golfe 5","Aflao-Gakli","EPL Emulation College","Collège",FALSE,FALSE,1.17521893996654,6.19878191954384
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CEG Totsi","Collège",TRUE,TRUE,1.18206976001588,6.19792188436925
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CEG Soviepe","Collège",TRUE,TRUE,1.18040524575509,6.17907160714877
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CPL La Grace Eternelle","Collège",FALSE,FALSE,1.18454072111623,6.19110275193122
"Maritime","Golfe","Golfe 5","Aflao-Gakli","Lycée Avedji Elavagnon College","Collège",TRUE,TRUE,1.17074493473773,6.2077445940901
"Maritime","Golfe","Golfe 5","Aflao-Gakli","Lycée Avedji Elavagnon Lycée","Lycée",TRUE,TRUE,1.17085493054751,6.20768432962369
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS Le Brio College","Collège",FALSE,FALSE,1.17562954351594,6.20375901089369
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS Le Triomphe Du Destin 2 College","Collège",FALSE,FALSE,1.18581833333333,6.19902833333333
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CPL Le Mérite","Collège",FALSE,FALSE,1.17959221900568,6.19558956904524
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS Le Stimulus College","Collège",FALSE,FALSE,1.17373837679527,6.1930853283982
"Maritime","Golfe","Golfe 5","Aflao-Gakli","Complexe Scolaire Saint Antoine College","Collège",FALSE,FALSE,1.18393083605081,6.17704947811179
"Maritime","Golfe","Golfe 5","Aflao-Gakli","IPl Auguste Le Grand College","Collège",FALSE,FALSE,1.16883399736444,6.20604978076385
"Maritime","Golfe","Golfe 5","Aflao-Gakli","LPL Anyinefa Lycée","Lycée",FALSE,FALSE,1.18069882144405,6.19532990267315
"Maritime","Golfe","Golfe 5","Aflao-Gakli","Complexe Scolaire Anyinefa College","Collège",FALSE,FALSE,1.18061546303489,6.19532643138395
"Maritime","Golfe","Golfe 5","Aflao-Gakli","JEEP Avedzi Ga","Préscolaire",FALSE,TRUE,1.17542961485418,6.19398832841669
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS Abel College","Collège",FALSE,TRUE,1.17427309224145,6.20533454906527
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS Abel JE","Préscolaire",FALSE,FALSE,1.17462767650095,6.20521616500836
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS Abel Primaire","Primaire",FALSE,TRUE,1.17422666666667,6.20527333333333
"Maritime","Golfe","Golfe 5","Aflao-Gakli","EIB Maman Louise","Préscolaire",FALSE,FALSE,1.16873274133917,6.19156090477515
"Maritime","Golfe","Golfe 5","Aflao-Gakli","Complexe Scolaire God Is Alive Academy College","Collège",FALSE,FALSE,1.1859617384578,6.17060687493352
"Maritime","Golfe","Golfe 5","Aflao-Gakli","Ecole Primaire Rosa Parks","Primaire",FALSE,FALSE,1.1925163,6.18786949999999
"Maritime","Golfe","Golfe 5","Aflao-Gakli","JEL Rosa Parks","Préscolaire",FALSE,FALSE,1.19246270791586,6.18785579588045
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS La Sagesse JEL","Préscolaire",FALSE,FALSE,1.20000118699592,6.1807380012569
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS La Sagesse Primaire","Primaire",FALSE,FALSE,1.19999807943495,6.18070090012414
"Maritime","Golfe","Golfe 5","Aflao-Gakli","JEL Sainte Catherine D Alexandrie La Joie","Préscolaire",FALSE,FALSE,1.20058336279226,6.1855189873873
"Maritime","Golfe","Golfe 5","Aflao-Gakli","EPL Les Flamboyants","Primaire",FALSE,FALSE,1.19530759327645,6.18584086598791
"Maritime","Golfe","Golfe 5","Aflao-Gakli","JEL Ma Grande Famille","Préscolaire",FALSE,FALSE,1.19898343586613,6.18579429541351
"Maritime","Golfe","Golfe 5","Aflao-Gakli","EPL Souvenir","Primaire",FALSE,FALSE,1.20049955003137,6.18021553205454
"Maritime","Golfe","Golfe 5","Aflao-Gakli","EPL Ma Grande Famille","Primaire",FALSE,TRUE,1.19902206799828,6.18593783634532
"Maritime","Golfe","Golfe 5","Aflao-Gakli","JEL Le Souvenir","Préscolaire",FALSE,FALSE,1.20044378364355,6.18014942965626
"Maritime","Golfe","Golfe 5","Aflao-Gakli","JEP Agbalepedogan I","Préscolaire",FALSE,FALSE,1.20234153954173,6.18838472961034
"Maritime","Golfe","Golfe 5","Aflao-Gakli","EPP Agbalepedogan I Ga-c","Primaire",FALSE,FALSE,1.20220419844768,6.18872534973645
"Plateaux","Akébou","Akébou 1","Djon","JEP Ayagba","Préscolaire",TRUE,FALSE,0.796168463192334,7.76080244309943
"Maritime","Golfe","Golfe 5","Aflao-Gakli","EPP Agbalepedogan I Gb-d","Primaire",FALSE,FALSE,1.20224311472815,6.18886890079363
"Maritime","Golfe","Golfe 5","Aflao-Gakli","EPL Semenyo","Primaire",FALSE,FALSE,1.19118058272988,6.18680607807776
"Maritime","Golfe","Golfe 5","Aflao-Gakli","EPL Victoria","Primaire",FALSE,FALSE,1.19449196772067,6.18173474895808
"Maritime","Golfe","Golfe 5","Aflao-Gakli","JEP Victoria","Préscolaire",FALSE,FALSE,1.19445445005926,6.18172718603845
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CPL Semenyo","Collège",FALSE,FALSE,1.19116036164728,6.18690990211285
"Maritime","Golfe","Golfe 5","Aflao-Gakli","Lycée Privee Laique Le Heros Lycée","Lycée",FALSE,FALSE,1.195865,6.18608666666667
"Maritime","Golfe","Golfe 5","Aflao-Gakli","EPL Kekeli","Primaire",FALSE,FALSE,1.20169945479169,6.19481594763788
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS La Madone JE","Préscolaire",FALSE,FALSE,1.20724827645782,6.19202479696427
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS Ameko Les Hommes De Demain Primaire","Primaire",FALSE,FALSE,1.19340115849427,6.18995617930493
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS Venunye JE","Préscolaire",FALSE,FALSE,1.19632295253745,6.19767341339632
"Maritime","Golfe","Golfe 5","Aflao-Gakli","JE Aflao Totsi","Préscolaire",FALSE,FALSE,1.1915491881459,6.195755576687
"Maritime","Golfe","Golfe 5","Aflao-Gakli","EPC Aflo Totsi","Primaire",FALSE,FALSE,1.19198449611066,6.19539811294251
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS La Methode Annexe JE","Préscolaire",FALSE,FALSE,1.20068766241419,6.19656823575956
"Maritime","Golfe","Golfe 5","Aflao-Gakli","Lycée Jumau Ita","Lycée",FALSE,FALSE,1.19024833333333,6.19228333333332
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS La Madone Primaire","Primaire",FALSE,TRUE,1.20714210789705,6.19254255164321
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS Venunye Primaire","Primaire",FALSE,FALSE,1.19639891732455,6.19751701562616
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CPL Cerveau New Deal Primaire","Primaire",FALSE,FALSE,1.1997756288667,6.19060103985653
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS Life Shaping College","Collège",FALSE,FALSE,1.19891994146878,6.1894481161353
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS Life Shaping Primaire","Primaire",FALSE,FALSE,1.19879561876664,6.18965266224863
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS Flores Primaire","Primaire",FALSE,FALSE,1.19047135009013,6.19081696189678
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS Flores JE","Préscolaire",FALSE,FALSE,1.19036192065558,6.19057726975739
"Maritime","Golfe","Golfe 5","Aflao-Gakli","Lycée Du 2 Fevrier D'agbalepedo","Lycée",TRUE,TRUE,1.1973157403223,6.19629538191592
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS Ameko Les Hommes De Demain Collège","Collège",FALSE,FALSE,1.19333007495525,6.18999688859334
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CPL Cerveau New Deal College","Collège",FALSE,FALSE,1.19968972018605,6.1907037764609
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS Venunye College","Collège",FALSE,FALSE,1.19609696588251,6.19747255624985
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS Ameko Les Hommes De Demain JEP","Préscolaire",FALSE,FALSE,1.19334307225271,6.18993140913502
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS Real Primaire","Primaire",FALSE,TRUE,1.15268329289191,6.21232396435011
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS Real College","Collège",FALSE,FALSE,1.15267261443734,6.21234583021019
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS Real JE","Préscolaire",FALSE,FALSE,1.15269425592739,6.21234431531026
"Maritime","Golfe","Golfe 5","Aflao-Gakli","Complexe Scolaire Anne Et Albert Jardin D'enfant","Préscolaire",FALSE,FALSE,1.16116961538822,6.20648196646931
"Maritime","Golfe","Golfe 5","Aflao-Gakli","EPL EPAD","Primaire",FALSE,FALSE,1.15983223224802,6.19736731647038
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS Anne Albert Primaire","Primaire",FALSE,FALSE,1.16089935131595,6.2067904552151
"Maritime","Golfe","Golfe 5","Aflao-Gakli","JE Amandahome","Préscolaire",FALSE,FALSE,1.15818362352327,6.20451873355099
"Maritime","Golfe","Golfe 5","Aflao-Gakli","EPC Amandahome","Primaire",FALSE,FALSE,1.1585508936826,6.20454115570551
"Maritime","Golfe","Golfe 5","Aflao-Gakli","EPL Christophe Colomb","Primaire",FALSE,FALSE,1.148175,6.20734798887507
"Maritime","Golfe","Golfe 5","Aflao-Gakli","CS Le Grand Espoir JE","Préscolaire",FALSE,FALSE,1.15236395360548,6.20414994238099
